"date_value","dc_district","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses"
2014-12-16,"02",1,0,0,0,0,0,1,0,0,0
2014-12-16,"03",0,0,0,0,0,0,0,2,0,0
2014-12-16,"05",0,0,0,0,0,0,0,0,0,0
2014-12-16,"06",0,0,0,0,0,0,0,1,1,0
2014-12-16,"07",0,0,0,0,0,0,0,0,0,0
2014-12-16,"08",0,0,0,0,0,0,0,0,0,0
2014-12-16,"09",1,0,0,0,0,0,2,2,1,1
2014-12-16,"12",1,0,0,0,0,0,0,0,1,0
2014-12-16,"14",0,0,0,0,0,0,0,1,0,0
2014-12-16,"15",1,0,0,0,0,0,0,1,3,1
2014-12-16,"16",0,0,0,0,0,0,0,1,1,1
2014-12-16,"17",0,0,0,0,0,0,0,1,0,0
2014-12-16,"18",0,0,1,0,0,0,0,0,0,0
2014-12-16,"19",0,0,0,0,0,0,0,0,9,0
2014-12-16,"22",1,0,0,0,0,0,0,0,0,0
2014-12-16,"24",0,0,0,0,0,0,1,0,3,1
2014-12-16,"25",0,0,0,0,0,0,0,0,0,1
2014-12-16,"26",0,0,0,0,0,0,0,1,1,0
2014-12-16,"35",1,0,0,0,0,0,0,0,0,0
2014-12-16,"39",0,0,0,0,0,0,0,0,0,0
2014-12-16,"49",0,0,0,0,0,0,0,0,0,0
2014-12-16,"71",0,0,0,0,0,0,0,0,0,0
2014-12-16,"77",0,0,0,0,0,0,0,0,0,0
2014-12-17,"01",0,0,0,0,0,0,0,0,0,0
2014-12-17,"02",0,0,0,0,0,0,0,0,2,1
2014-12-17,"03",0,0,0,0,0,0,0,0,0,0
2014-12-17,"05",0,0,0,0,0,0,0,0,0,0
2014-12-17,"06",0,0,2,0,0,0,0,3,3,0
2014-12-17,"07",0,0,0,0,0,0,0,0,0,0
2014-12-17,"08",0,0,0,0,0,0,0,0,0,0
2014-12-17,"09",1,0,0,0,0,0,3,1,4,0
2014-12-17,"12",0,0,0,0,0,0,0,0,1,0
2014-12-17,"14",0,0,0,0,0,0,0,0,0,0
2014-12-17,"15",0,0,2,0,0,0,0,3,5,0
2014-12-17,"16",0,0,1,0,0,0,0,0,1,0
2014-12-17,"17",0,0,0,0,0,0,0,0,0,0
2014-12-17,"18",1,0,3,0,0,0,0,0,1,0
2014-12-17,"19",0,0,0,0,0,0,0,0,5,0
2014-12-17,"22",0,0,1,0,0,0,0,0,0,0
2014-12-17,"24",0,0,0,0,0,0,1,1,4,0
2014-12-17,"25",0,0,0,0,0,0,0,0,1,0
2014-12-17,"26",1,0,0,0,0,0,0,0,4,1
2014-12-17,"35",1,0,0,0,0,0,0,0,2,0
2014-12-17,"39",1,0,0,0,0,0,0,1,0,0
2014-12-17,"49",0,0,0,0,0,0,0,0,0,0
2014-12-17,"71",0,0,0,0,0,0,0,0,0,0
2014-12-17,"77",0,0,0,0,0,0,0,0,0,0
2014-12-18,"01",0,0,0,0,0,0,0,0,1,0
2014-12-18,"02",0,0,0,0,0,0,0,0,0,0
2014-12-18,"03",1,0,1,0,0,0,0,0,0,0
2014-12-18,"05",0,0,0,0,0,0,0,0,0,0
2014-12-18,"06",0,0,4,0,0,0,0,2,1,0
2014-12-18,"07",0,0,0,0,0,0,0,0,0,0
2014-12-18,"08",2,0,0,0,0,0,0,0,0,0
2014-12-18,"09",0,0,0,0,0,0,0,2,6,0
2014-12-18,"12",0,0,0,0,0,0,0,3,0,0
2014-12-18,"14",1,0,0,0,0,0,0,0,4,0
2014-12-18,"15",1,0,0,0,0,0,0,0,2,1
2014-12-18,"16",0,0,0,0,0,0,0,0,2,0
2014-12-18,"17",0,0,0,0,0,0,0,0,0,0
2014-12-18,"18",0,0,3,1,0,0,0,2,2,0
2014-12-18,"19",0,0,0,0,0,0,0,0,5,0
2014-12-18,"22",1,0,1,0,0,0,0,0,0,0
2014-12-18,"24",1,0,4,0,0,0,3,1,1,0
2014-12-18,"25",0,0,0,0,0,0,1,0,1,0
2014-12-18,"26",1,0,0,0,0,0,0,0,2,0
2014-12-18,"35",0,0,1,0,0,0,0,2,1,0
2014-12-18,"39",2,0,0,0,0,0,0,0,1,0
2014-12-18,"49",0,0,0,0,0,0,0,0,0,0
2014-12-18,"71",0,0,0,0,0,0,0,0,0,0
2014-12-18,"77",0,0,0,0,0,0,0,0,0,0
2014-12-19,"01",1,0,0,0,0,0,0,0,0,0
2014-12-19,"02",3,0,0,0,0,0,0,0,0,0
2014-12-19,"03",0,0,0,0,0,0,0,0,0,0
2014-12-19,"05",1,0,0,0,0,0,0,0,0,0
2014-12-19,"06",0,0,7,0,0,1,0,2,5,0
2014-12-19,"07",1,0,0,0,0,0,0,0,0,0
2014-12-19,"08",0,0,0,0,0,0,0,0,0,0
2014-12-19,"09",0,0,0,0,0,0,0,0,4,1
2014-12-19,"12",0,0,0,0,0,0,0,0,0,0
2014-12-19,"14",0,0,0,0,0,0,0,1,1,0
2014-12-19,"15",1,0,1,0,0,0,0,2,2,0
2014-12-19,"16",0,0,0,0,0,0,0,0,0,0
2014-12-19,"17",1,0,0,0,0,0,0,0,0,0
2014-12-19,"18",1,0,2,1,0,0,0,0,0,0
2014-12-19,"19",2,0,0,0,0,0,0,0,6,1
2014-12-19,"22",1,0,1,0,0,1,0,0,0,0
2014-12-19,"24",2,0,0,0,0,0,2,0,3,4
2014-12-19,"25",1,0,0,0,0,0,4,2,1,0
2014-12-19,"26",0,0,1,0,0,0,0,2,1,0
2014-12-19,"35",0,0,0,0,0,0,0,0,4,0
2014-12-19,"39",0,0,2,1,0,0,0,0,2,0
2014-12-19,"49",0,0,0,0,0,0,0,0,0,0
2014-12-19,"71",0,0,0,0,0,0,0,0,0,0
2014-12-19,"77",0,0,0,0,0,0,0,0,0,0
2014-12-20,"01",1,0,0,0,0,0,0,0,0,0
2014-12-20,"02",0,0,0,0,0,0,0,0,1,0
2014-12-20,"03",1,0,0,0,0,0,0,1,0,0
2014-12-20,"05",0,0,0,0,0,0,0,0,0,0
2014-12-20,"06",0,0,0,0,2,1,0,3,0,0
2014-12-20,"07",0,0,0,0,0,0,0,0,0,0
2014-12-20,"08",0,0,0,0,0,0,0,0,4,0
2014-12-20,"09",0,0,1,1,0,0,3,1,7,1
2014-12-20,"12",0,0,0,0,0,0,0,0,0,0
2014-12-20,"14",0,0,0,0,0,0,0,0,1,0
2014-12-20,"15",3,0,1,0,0,0,2,3,5,1
2014-12-20,"16",0,0,0,0,0,1,1,0,0,0
2014-12-20,"17",0,0,0,0,0,0,0,1,0,0
2014-12-20,"18",0,0,3,0,0,0,0,0,0,0
2014-12-20,"19",3,0,1,0,0,0,0,1,0,0
2014-12-20,"22",1,0,0,0,0,0,0,2,1,0
2014-12-20,"24",1,0,2,0,0,0,3,0,2,0
2014-12-20,"25",1,0,0,0,0,0,0,0,3,0
2014-12-20,"26",1,0,3,0,0,0,0,1,2,0
2014-12-20,"35",0,0,2,0,0,0,0,1,0,0
2014-12-20,"39",0,0,2,0,0,0,0,1,2,1
2014-12-20,"49",0,0,0,0,0,0,0,0,0,0
2014-12-20,"71",0,0,0,0,0,0,0,0,0,0
2014-12-20,"77",0,0,0,0,0,0,0,0,0,0
2014-12-21,"01",0,0,0,0,0,0,0,0,0,0
2014-12-21,"02",0,0,0,0,0,0,0,0,0,0
2014-12-21,"03",0,0,0,0,0,0,0,0,0,0
2014-12-21,"05",0,0,0,2,0,0,0,0,0,0
2014-12-21,"06",0,0,2,0,2,0,0,0,3,0
2014-12-21,"07",0,0,0,0,0,0,0,0,0,0
2014-12-21,"08",0,0,0,0,0,0,0,0,0,0
2014-12-21,"09",0,0,1,0,0,0,0,2,1,1
2014-12-21,"12",0,0,0,0,0,0,0,0,4,0
2014-12-21,"14",0,0,0,0,0,0,0,0,0,0
2014-12-21,"15",1,0,2,0,0,0,0,0,4,1
2014-12-21,"16",0,0,0,1,0,0,0,0,0,0
2014-12-21,"17",0,0,1,0,0,0,0,0,0,0
2014-12-21,"18",0,0,5,0,0,0,0,0,0,0
2014-12-21,"19",0,0,0,0,0,0,0,0,0,0
2014-12-21,"22",1,0,2,0,0,0,0,0,0,0
2014-12-21,"24",1,0,3,0,0,0,2,0,1,0
2014-12-21,"25",1,0,1,0,0,0,0,0,1,1
2014-12-21,"26",1,0,0,0,0,0,0,0,0,1
2014-12-21,"35",0,0,2,0,0,0,1,0,0,0
2014-12-21,"39",0,0,0,0,0,0,0,0,0,0
2014-12-21,"49",0,0,0,0,0,0,0,0,0,0
2014-12-21,"71",0,0,0,0,0,0,0,0,0,0
2014-12-21,"77",0,0,0,0,0,0,0,2,0,0
2014-12-22,"01",1,0,0,0,0,0,0,0,0,0
2014-12-22,"02",1,0,0,0,0,0,0,0,0,0
2014-12-22,"03",1,0,0,0,1,0,0,0,0,0
2014-12-22,"05",0,0,0,0,0,0,0,0,0,0
2014-12-22,"06",1,0,4,0,0,0,0,1,1,0
2014-12-22,"07",0,0,0,0,0,0,0,0,0,0
2014-12-22,"08",1,0,0,0,0,0,0,0,0,0
2014-12-22,"09",0,0,0,0,0,0,0,4,2,0
2014-12-22,"12",0,0,0,0,0,0,0,0,0,0
2014-12-22,"14",0,0,0,0,0,0,0,0,0,0
2014-12-22,"15",0,0,2,0,0,0,0,1,0,0
2014-12-22,"16",0,0,0,0,0,0,0,0,1,0
2014-12-22,"17",0,0,0,0,0,0,0,0,0,0
2014-12-22,"18",0,0,0,0,0,0,0,1,0,0
2014-12-22,"19",2,0,0,0,0,0,0,1,7,0
2014-12-22,"22",2,0,1,0,0,0,0,0,0,0
2014-12-22,"24",1,0,2,0,0,0,3,1,2,0
2014-12-22,"25",0,0,0,0,0,0,0,0,1,0
2014-12-22,"26",0,0,0,0,0,0,0,0,0,1
2014-12-22,"35",1,0,0,0,0,0,0,0,1,0
2014-12-22,"39",0,0,2,0,0,0,0,0,1,0
2014-12-22,"49",0,0,0,0,0,0,0,0,0,0
2014-12-22,"71",0,0,0,0,0,0,0,0,0,0
2014-12-22,"77",0,0,0,0,0,0,0,0,0,0
2014-12-23,"01",0,0,0,0,0,0,0,0,0,0
2014-12-23,"02",2,0,0,1,0,0,0,0,0,0
2014-12-23,"03",2,0,0,0,0,0,0,1,0,0
2014-12-23,"05",0,0,0,0,0,0,0,0,0,0
2014-12-23,"06",1,0,6,0,0,0,0,1,1,0
2014-12-23,"07",0,0,0,0,0,0,0,0,0,0
2014-12-23,"08",1,0,0,0,0,0,0,0,0,0
2014-12-23,"09",0,0,2,0,0,0,0,0,1,0
2014-12-23,"12",1,0,0,0,0,0,0,0,0,0
2014-12-23,"14",0,0,0,0,0,0,0,0,0,0
2014-12-23,"15",0,0,0,0,0,0,0,0,6,0
2014-12-23,"16",0,0,0,0,0,0,0,0,0,0
2014-12-23,"17",0,0,0,0,0,0,0,0,0,1
2014-12-23,"18",0,0,0,0,0,0,0,0,3,0
2014-12-23,"19",1,0,0,0,0,0,0,0,9,0
2014-12-23,"22",0,0,0,0,0,0,0,0,0,0
2014-12-23,"24",2,0,0,0,0,0,2,0,5,0
2014-12-23,"25",0,0,1,0,0,0,0,0,0,1
2014-12-23,"26",0,0,0,0,0,0,0,0,0,0
2014-12-23,"35",0,0,2,0,0,0,0,0,3,0
2014-12-23,"39",1,0,0,0,0,0,1,0,2,0
2014-12-23,"49",0,0,0,0,0,0,0,0,0,0
2014-12-23,"71",0,0,0,0,0,0,0,0,0,0
2014-12-23,"77",0,0,0,0,0,0,0,0,0,0
2014-12-24,"01",0,0,0,0,0,0,0,0,0,0
2014-12-24,"02",2,0,0,0,0,0,0,0,0,0
2014-12-24,"03",0,0,0,0,0,0,0,0,0,0
2014-12-24,"05",0,0,0,0,0,0,0,0,0,0
2014-12-24,"06",0,0,0,0,0,1,0,0,0,0
2014-12-24,"07",0,0,0,0,0,0,0,0,0,0
2014-12-24,"08",2,0,0,0,0,0,0,0,0,0
2014-12-24,"09",0,0,0,0,0,0,0,0,4,1
2014-12-24,"12",1,0,0,0,0,0,0,1,0,0
2014-12-24,"14",0,0,0,0,0,0,0,0,0,0
2014-12-24,"15",0,0,0,0,0,0,0,0,0,0
2014-12-24,"16",0,0,0,0,0,0,0,0,2,1
2014-12-24,"17",0,0,0,0,0,0,0,0,0,0
2014-12-24,"18",0,0,1,0,0,0,0,0,0,0
2014-12-24,"19",0,0,0,0,0,0,0,0,4,0
2014-12-24,"22",0,0,1,0,0,0,0,0,1,0
2014-12-24,"24",0,0,1,0,0,0,0,0,1,0
2014-12-24,"25",0,0,0,0,0,0,0,0,0,0
2014-12-24,"26",0,0,1,0,0,0,0,0,0,1
2014-12-24,"35",1,0,0,0,0,0,0,1,0,0
2014-12-24,"39",0,0,0,0,0,0,0,0,1,0
2014-12-24,"49",0,0,0,0,0,0,0,0,0,0
2014-12-24,"71",0,0,0,0,0,0,0,0,0,0
2014-12-24,"77",0,0,0,0,0,0,0,0,0,0
2014-12-25,"01",0,0,0,0,0,0,0,0,0,0
2014-12-25,"02",0,0,0,0,0,0,0,0,0,0
2014-12-25,"03",0,0,0,0,0,0,0,0,0,0
2014-12-25,"05",0,0,0,0,0,0,0,0,0,0
2014-12-25,"06",0,0,0,0,0,0,0,1,1,0
2014-12-25,"07",0,0,0,0,0,0,0,0,0,0
2014-12-25,"08",0,0,0,0,0,0,0,0,0,0
2014-12-25,"09",0,0,0,0,0,0,0,0,0,1
2014-12-25,"12",0,0,0,0,0,0,0,0,0,0
2014-12-25,"14",1,0,0,0,0,0,0,0,0,0
2014-12-25,"15",0,0,1,0,0,0,0,0,0,0
2014-12-25,"16",0,0,1,0,0,0,0,0,0,0
2014-12-25,"17",0,0,0,0,0,0,0,0,0,0
2014-12-25,"18",0,0,3,0,0,0,0,0,0,1
2014-12-25,"19",0,0,1,0,0,0,0,0,0,0
2014-12-25,"22",0,0,0,0,0,0,0,0,0,0
2014-12-25,"24",0,0,0,0,0,0,1,2,0,0
2014-12-25,"25",0,0,0,0,0,0,0,0,0,0
2014-12-25,"26",0,0,0,0,0,0,0,1,2,0
2014-12-25,"35",0,0,0,0,0,0,0,0,0,0
2014-12-25,"39",0,0,0,0,0,0,0,0,0,0
2014-12-25,"49",0,0,0,0,0,0,0,0,0,0
2014-12-25,"71",0,0,0,0,0,0,0,0,0,0
2014-12-25,"77",0,0,0,0,0,0,0,0,0,0
2014-12-26,"01",0,0,0,0,0,0,0,0,0,0
2014-12-26,"02",1,0,0,0,0,0,0,0,0,1
2014-12-26,"03",0,0,0,0,0,0,0,0,0,0
2014-12-26,"05",0,0,0,0,0,0,0,0,0,0
2014-12-26,"06",0,0,2,0,0,0,0,0,0,0
2014-12-26,"07",0,0,0,0,0,0,0,0,0,0
2014-12-26,"08",0,0,0,0,0,0,0,0,0,0
2014-12-26,"09",1,0,0,0,0,0,0,0,6,0
2014-12-26,"12",0,0,0,1,0,0,0,2,0,0
2014-12-26,"14",0,0,0,0,0,0,0,0,0,0
2014-12-26,"15",0,0,6,0,0,1,0,0,2,1
2014-12-26,"16",0,0,0,0,0,0,0,0,3,0
2014-12-26,"17",0,0,0,0,0,0,0,0,0,0
2014-12-26,"18",0,0,0,0,0,0,4,0,1,0
2014-12-26,"19",0,0,0,0,0,0,0,1,10,0
2014-12-26,"22",0,0,0,0,0,0,0,0,0,1
2014-12-26,"24",1,0,1,0,0,0,3,3,3,0
2014-12-26,"25",0,0,0,0,0,0,0,0,0,0
2014-12-26,"26",0,0,0,0,0,0,0,0,0,0
2014-12-26,"35",1,0,0,0,0,0,0,0,2,0
2014-12-26,"39",0,0,0,0,0,0,0,0,1,0
2014-12-26,"49",0,0,0,0,0,0,0,0,0,0
2014-12-26,"71",0,0,0,0,0,0,0,0,0,0
2014-12-26,"77",0,0,0,0,0,0,0,0,0,0
2014-12-27,"01",0,0,0,0,0,0,0,0,0,0
2014-12-27,"02",2,0,0,0,0,0,0,0,0,1
2014-12-27,"03",0,0,0,0,0,0,0,0,0,0
2014-12-27,"05",0,0,0,0,0,0,0,0,0,0
2014-12-27,"06",1,0,7,0,0,1,0,0,1,0
2014-12-27,"07",0,0,0,0,0,0,0,0,0,0
2014-12-27,"08",1,0,0,0,0,0,0,0,0,0
2014-12-27,"09",0,0,1,0,0,0,0,1,4,0
2014-12-27,"12",0,0,0,0,0,0,0,1,2,0
2014-12-27,"14",0,0,0,0,0,0,0,0,0,0
2014-12-27,"15",0,0,1,0,0,0,0,2,4,0
2014-12-27,"16",0,0,0,0,0,0,0,0,10,0
2014-12-27,"17",0,0,0,0,0,0,0,0,0,0
2014-12-27,"18",0,0,5,0,0,0,0,1,2,0
2014-12-27,"19",0,0,0,0,0,0,0,0,4,0
2014-12-27,"22",0,0,1,0,0,0,0,0,0,0
2014-12-27,"24",1,0,2,0,0,0,2,0,0,0
2014-12-27,"25",0,0,0,0,0,0,0,0,0,0
2014-12-27,"26",0,0,0,0,0,0,0,0,0,1
2014-12-27,"35",0,0,0,0,0,0,0,0,0,0
2014-12-27,"39",0,0,1,0,0,0,0,0,0,0
2014-12-27,"49",0,0,0,0,0,0,0,0,0,0
2014-12-27,"71",0,0,0,0,0,0,0,0,0,0
2014-12-27,"77",0,0,0,0,0,0,0,0,0,0
2014-12-28,"01",1,0,0,0,0,0,1,0,0,0
2014-12-28,"02",1,0,0,0,0,0,1,0,1,0
2014-12-28,"03",1,0,0,0,0,0,0,0,0,0
2014-12-28,"05",0,0,0,0,0,0,0,0,0,0
2014-12-28,"06",0,0,4,0,0,0,1,0,1,0
2014-12-28,"07",0,0,0,0,0,0,0,0,0,1
2014-12-28,"08",0,0,0,0,0,0,0,0,0,0
2014-12-28,"09",0,0,4,0,0,0,0,1,1,0
2014-12-28,"12",0,0,0,0,0,0,0,0,0,0
2014-12-28,"14",0,0,0,0,0,0,0,0,0,0
2014-12-28,"15",0,0,0,0,0,0,0,1,0,1
2014-12-28,"16",0,0,0,0,0,0,0,1,0,0
2014-12-28,"17",0,0,0,0,0,0,0,2,0,1
2014-12-28,"18",0,0,1,1,0,0,0,0,0,0
2014-12-28,"19",0,0,0,0,0,0,0,1,6,0
2014-12-28,"22",0,0,0,0,0,0,0,0,1,0
2014-12-28,"24",1,0,0,0,0,0,4,1,3,0
2014-12-28,"25",0,0,2,0,0,0,0,0,0,0
2014-12-28,"26",0,0,3,0,0,0,0,0,1,1
2014-12-28,"35",0,0,1,0,0,0,0,0,1,0
2014-12-28,"39",0,0,3,0,0,0,0,0,1,0
2014-12-28,"49",0,0,0,0,0,0,0,0,0,0
2014-12-28,"71",0,0,0,0,0,0,0,0,0,0
2014-12-28,"77",0,0,0,0,0,0,0,0,0,0
2014-12-29,"01",0,0,0,0,0,0,0,0,0,0
2014-12-29,"02",1,0,0,0,0,0,0,0,0,0
2014-12-29,"03",1,0,1,0,3,0,0,0,0,0
2014-12-29,"05",0,0,0,0,0,0,0,0,0,0
2014-12-29,"06",1,0,0,0,0,0,0,2,2,0
2014-12-29,"07",0,0,0,0,0,0,0,0,0,0
2014-12-29,"08",2,0,0,0,0,0,0,0,0,0
2014-12-29,"09",0,0,0,0,0,0,1,0,1,0
2014-12-29,"12",1,0,0,0,0,0,0,2,0,0
2014-12-29,"14",1,0,0,0,0,0,0,0,0,0
2014-12-29,"15",0,0,1,0,0,0,0,0,1,1
2014-12-29,"16",0,0,0,0,0,1,0,0,2,0
2014-12-29,"17",0,0,0,0,0,0,0,0,0,0
2014-12-29,"18",0,0,0,0,0,0,0,0,0,0
2014-12-29,"19",1,0,0,0,0,0,0,0,8,0
2014-12-29,"22",0,0,0,0,0,0,0,0,0,0
2014-12-29,"24",4,0,1,0,0,0,2,0,2,0
2014-12-29,"25",0,0,0,0,0,0,0,0,0,0
2014-12-29,"26",0,0,0,0,0,0,0,0,0,0
2014-12-29,"35",0,0,0,0,0,0,0,0,1,0
2014-12-29,"39",0,0,1,0,0,0,0,0,0,0
2014-12-29,"49",0,0,0,0,0,0,0,0,0,0
2014-12-29,"71",0,0,0,0,0,0,0,0,0,0
2014-12-29,"77",0,0,0,0,0,0,0,0,0,0
2014-12-30,"01",1,0,0,0,0,1,0,0,0,0
2014-12-30,"02",1,0,0,0,0,0,0,0,0,0
2014-12-30,"03",1,0,0,0,0,0,0,0,3,0
2014-12-30,"05",0,0,0,0,0,0,0,0,0,0
2014-12-30,"06",0,0,3,1,0,1,0,0,2,1
2014-12-30,"07",0,0,0,0,0,0,0,0,0,0
2014-12-30,"08",0,0,0,0,0,0,0,0,0,0
2014-12-30,"09",0,0,0,0,0,0,2,2,5,0
2014-12-30,"12",1,0,0,0,0,0,0,0,0,0
2014-12-30,"14",1,0,0,0,0,0,0,0,0,0
2014-12-30,"15",1,0,3,0,0,0,0,1,2,0
2014-12-30,"16",0,0,0,0,0,0,0,0,4,0
2014-12-30,"17",0,0,0,0,0,0,0,0,0,0
2014-12-30,"18",0,0,1,0,0,0,0,0,0,0
2014-12-30,"19",0,0,0,0,0,0,0,1,9,0
2014-12-30,"22",2,0,3,0,0,0,0,0,0,0
2014-12-30,"24",1,0,0,0,0,0,2,0,3,1
2014-12-30,"25",0,0,0,0,0,0,0,1,0,0
2014-12-30,"26",0,0,1,0,0,0,0,0,0,1
2014-12-30,"35",0,0,4,0,0,0,0,0,1,0
2014-12-30,"39",0,0,0,0,0,0,0,0,1,0
2014-12-30,"49",0,0,0,0,0,0,0,0,0,0
2014-12-30,"71",0,0,0,0,0,0,0,0,0,0
2014-12-30,"77",0,0,0,0,0,0,0,0,0,0
2014-12-31,"01",0,0,1,0,0,0,0,0,0,0
2014-12-31,"02",0,0,0,0,0,0,0,0,0,0
2014-12-31,"03",0,0,0,0,0,0,1,0,1,0
2014-12-31,"05",0,0,0,0,0,0,0,0,0,0
2014-12-31,"06",0,0,0,1,0,0,0,2,1,1
2014-12-31,"07",0,0,0,0,0,0,0,0,0,0
2014-12-31,"08",0,0,0,0,0,0,0,0,0,0
2014-12-31,"09",1,0,2,0,0,0,0,0,1,0
2014-12-31,"12",0,0,0,0,0,0,0,0,0,0
2014-12-31,"14",0,0,0,0,0,0,0,0,0,0
2014-12-31,"15",0,0,1,0,0,0,0,1,1,0
2014-12-31,"16",0,0,0,0,0,0,0,0,3,1
2014-12-31,"17",0,0,0,0,0,0,0,0,0,0
2014-12-31,"18",0,0,5,0,0,0,0,1,1,0
2014-12-31,"19",0,0,0,0,0,0,0,1,6,1
2014-12-31,"22",1,0,2,0,0,0,0,0,0,0
2014-12-31,"24",0,0,2,0,0,0,3,1,1,0
2014-12-31,"25",0,0,2,0,0,0,0,0,0,0
2014-12-31,"26",0,0,0,0,0,0,0,0,0,1
2014-12-31,"35",1,0,1,0,0,0,0,1,1,0
2014-12-31,"39",0,0,0,0,0,0,0,1,0,0
2014-12-31,"49",0,0,0,0,0,0,0,0,0,0
2014-12-31,"71",0,0,0,0,0,0,0,0,0,0
2014-12-31,"77",0,0,0,0,0,0,0,0,0,0
2015-01-01,"01",0,0,0,0,0,0,0,0,0,0
2015-01-01,"02",1,0,0,0,1,0,0,0,0,0
2015-01-01,"03",0,0,0,1,0,1,0,0,2,0
2015-01-01,"05",0,0,0,0,0,0,0,0,0,0
2015-01-01,"06",0,0,5,2,0,2,0,2,2,1
2015-01-01,"07",0,0,0,0,0,0,0,0,0,0
2015-01-01,"08",1,0,0,0,0,0,0,0,0,0
2015-01-01,"09",0,0,0,0,0,0,1,3,22,1
2015-01-01,"12",0,0,0,0,0,0,1,1,0,0
2015-01-01,"14",0,0,0,0,0,0,0,0,0,0
2015-01-01,"15",0,0,1,0,0,0,0,3,1,0
2015-01-01,"16",0,0,0,0,0,0,0,0,2,0
2015-01-01,"17",0,0,0,0,0,0,0,0,0,0
2015-01-01,"18",1,0,7,0,0,0,0,0,3,0
2015-01-01,"19",0,0,0,0,0,0,0,0,6,1
2015-01-01,"22",0,0,3,0,0,0,1,1,0,0
2015-01-01,"24",0,0,0,0,0,0,1,1,1,0
2015-01-01,"25",0,0,1,0,0,0,0,1,0,0
2015-01-01,"26",0,0,0,0,0,0,0,1,0,2
2015-01-01,"35",0,0,0,0,0,0,0,0,2,0
2015-01-01,"39",0,0,0,0,0,0,0,1,0,0
2015-01-01,"49",0,0,0,0,0,0,0,0,0,0
2015-01-01,"71",0,0,0,0,0,0,0,0,0,0
2015-01-01,"77",0,0,0,0,0,0,0,0,0,0
2015-01-02,"01",0,0,0,0,0,0,0,0,0,0
2015-01-02,"02",0,0,0,0,0,0,0,0,0,0
2015-01-02,"03",0,0,0,0,0,0,0,1,0,0
2015-01-02,"05",0,0,0,0,0,0,0,0,0,0
2015-01-02,"06",2,0,1,0,0,0,1,2,4,0
2015-01-02,"07",0,0,0,0,0,0,0,0,0,0
2015-01-02,"08",0,0,0,0,0,0,0,0,0,0
2015-01-02,"09",0,0,0,0,0,0,0,0,5,0
2015-01-02,"12",0,0,0,0,0,0,0,0,0,0
2015-01-02,"14",1,0,0,0,0,0,0,0,0,0
2015-01-02,"15",0,0,2,1,0,0,1,1,4,0
2015-01-02,"16",0,0,0,0,0,0,0,0,1,0
2015-01-02,"17",0,0,0,0,0,0,0,0,0,0
2015-01-02,"18",0,0,3,0,0,0,1,1,1,1
2015-01-02,"19",0,0,0,0,0,0,0,0,4,0
2015-01-02,"22",1,0,1,0,0,0,0,0,0,0
2015-01-02,"24",0,0,0,0,0,0,8,1,6,1
2015-01-02,"25",0,0,0,0,0,0,0,0,1,0
2015-01-02,"26",0,0,2,0,0,1,0,0,2,0
2015-01-02,"35",0,0,0,0,0,0,0,0,3,0
2015-01-02,"39",1,0,1,0,0,0,0,0,0,0
2015-01-02,"49",0,0,0,0,0,0,0,0,0,0
2015-01-02,"71",0,0,0,0,0,0,0,0,0,0
2015-01-02,"77",0,0,0,0,0,0,0,0,0,0
2015-01-03,"01",0,0,0,0,0,0,0,0,0,0
2015-01-03,"02",0,0,0,0,0,0,0,2,0,0
2015-01-03,"03",0,0,0,0,0,0,0,2,0,0
2015-01-03,"05",0,0,0,0,0,0,0,0,0,0
2015-01-03,"06",0,0,2,0,0,0,0,0,4,0
2015-01-03,"07",0,0,0,0,0,0,0,0,0,0
2015-01-03,"08",0,0,0,0,0,0,0,0,0,0
2015-01-03,"09",0,0,1,0,0,0,0,0,6,0
2015-01-03,"12",0,0,0,0,0,0,0,0,0,0
2015-01-03,"14",0,0,0,0,0,0,0,0,0,0
2015-01-03,"15",0,0,1,0,0,0,0,0,5,0
2015-01-03,"16",0,0,1,0,0,0,0,0,7,0
2015-01-03,"17",0,0,0,0,0,0,0,0,0,0
2015-01-03,"18",1,0,3,0,0,0,0,0,1,0
2015-01-03,"19",1,0,0,0,0,0,0,0,3,0
2015-01-03,"22",0,0,3,0,0,0,0,0,2,0
2015-01-03,"24",1,0,1,0,0,0,0,1,2,0
2015-01-03,"25",0,0,1,0,0,0,0,0,2,0
2015-01-03,"26",0,0,1,0,0,0,5,0,1,0
2015-01-03,"35",0,0,0,0,0,0,0,0,0,0
2015-01-03,"39",0,0,0,0,0,0,0,0,2,0
2015-01-03,"49",0,0,0,0,0,0,0,0,0,0
2015-01-03,"71",0,0,0,0,0,0,0,0,0,0
2015-01-03,"77",0,0,0,0,0,0,0,0,0,0
2015-01-04,"01",0,0,1,0,0,0,0,0,0,0
2015-01-04,"02",0,0,0,0,0,0,0,0,0,0
2015-01-04,"03",0,0,0,0,0,0,0,0,0,0
2015-01-04,"05",0,0,0,0,0,0,0,0,0,0
2015-01-04,"06",0,0,1,0,0,0,0,0,2,0
2015-01-04,"07",0,0,0,0,0,0,0,0,0,0
2015-01-04,"08",0,0,0,0,0,0,0,0,0,0
