"date_value","dc_district","Retail Theft","Theft","Fraud/Theft of Services","Vandalism","Alcohol Possession by Minor","Public Drunkenness","Trespass","Disorderly Conduct","Minor Violations (Open Container, Public Urination, Smoking Violation)","Uncategorized Offenses","<NA>"
2015-09-16,"39",0,0,115,0,0,0,0,0,47,92,0
2015-09-16,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-16,"49",0,0,0,0,0,0,0,0,398,0,0
2015-09-16,"71",0,0,142,0,0,0,0,0,0,0,0
2015-09-16,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"01",39,0,0,0,0,0,0,0,30,0,0
2015-09-17,"02",38,0,0,0,0,0,0,0,58,57,0
2015-09-17,"03",0,0,0,0,0,0,0,0,59,0,0
2015-09-17,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"06",0,0,0,0,0,90,0,304,85,86,0
2015-09-17,"07",0,0,0,0,0,0,0,0,53,0,0
2015-09-17,"08",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"09",0,0,0,0,0,0,0,0,85,86,0
2015-09-17,"12",0,0,0,0,0,0,0,0,45,43,0
2015-09-17,"14",0,0,0,0,0,0,0,0,35,37,0
2015-09-17,"15",0,0,86,0,0,0,88,44,86,85,0
2015-09-17,"16",0,0,0,0,0,0,0,0,46,54,0
2015-09-17,"17",0,0,0,0,0,0,0,0,38,0,0
2015-09-17,"18",0,0,89,0,0,0,31,89,40,90,0
2015-09-17,"19",0,0,0,0,0,0,0,39,49,48,0
2015-09-17,"22",39,0,89,0,0,0,0,21,44,88,0
2015-09-17,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"24",0,0,85,92,0,0,43,85,86,57,0
2015-09-17,"25",0,0,0,37,0,0,0,0,87,0,0
2015-09-17,"26",0,0,85,0,0,0,86,72,55,86,0
2015-09-17,"35",0,0,86,0,0,0,85,0,44,44,0
2015-09-17,"39",0,0,86,0,0,0,0,0,0,61,0
2015-09-17,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"49",0,0,0,0,0,0,0,413,594,0,0
2015-09-17,"71",0,0,0,0,0,0,0,0,0,0,0
2015-09-17,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"01",53,0,0,0,0,0,0,0,0,0,0
2015-09-18,"02",0,0,0,0,0,0,0,0,44,0,0
2015-09-18,"03",0,0,0,0,0,0,0,83,53,69,0
2015-09-18,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"06",424,0,0,0,0,0,0,53,84,84,0
2015-09-18,"07",38,0,0,0,0,0,0,0,0,0,0
2015-09-18,"08",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"09",447,0,123,0,0,0,0,0,84,86,0
2015-09-18,"12",0,0,0,0,0,0,0,0,44,60,0
2015-09-18,"14",0,0,0,0,0,0,0,0,34,0,0
2015-09-18,"15",0,0,85,0,0,0,84,0,84,98,0
2015-09-18,"16",0,0,0,0,0,0,0,0,46,52,0
2015-09-18,"17",431,0,0,0,0,0,0,0,0,50,0
2015-09-18,"18",0,0,84,0,0,0,0,0,33,85,0
2015-09-18,"19",0,0,0,0,0,0,0,0,46,46,0
2015-09-18,"22",28,0,0,0,0,0,0,0,0,84,0
2015-09-18,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"24",0,0,97,0,0,0,41,62,84,76,0
2015-09-18,"25",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"26",0,0,84,0,0,0,0,0,85,185,0
2015-09-18,"35",0,0,0,0,0,0,0,0,0,53,0
2015-09-18,"39",0,0,86,0,0,0,0,0,0,84,0
2015-09-18,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"49",0,0,0,0,0,0,0,0,0,568,0
2015-09-18,"71",0,0,0,0,0,0,0,0,0,0,0
2015-09-18,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"01",0,0,0,0,0,0,0,0,0,30,0
2015-09-21,"02",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"03",0,0,0,0,0,0,0,0,0,107,0
2015-09-21,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"06",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"07",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"08",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"09",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"12",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"14",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"15",0,0,0,0,0,0,0,0,120,0,0
2015-09-21,"16",0,0,0,0,0,0,0,0,23,0,0
2015-09-21,"17",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"18",0,0,0,0,0,0,0,0,44,13,0
2015-09-21,"19",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"22",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"24",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"25",0,0,0,0,0,0,0,0,0,337,0
2015-09-21,"26",0,0,0,0,0,0,0,0,0,30,0
2015-09-21,"35",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"39",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"49",0,0,0,0,0,0,0,0,0,609,0
2015-09-21,"71",0,0,0,0,0,0,0,0,0,0,0
2015-09-21,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"01",0,0,0,0,0,0,0,0,10,0,0
2015-09-22,"02",0,0,0,0,0,0,0,0,0,11,0
2015-09-22,"03",0,0,0,0,0,0,0,0,0,30,0
2015-09-22,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"06",14,0,0,0,0,0,0,0,0,56,0
2015-09-22,"07",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"08",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"09",0,0,125,0,0,0,0,0,0,0,0
2015-09-22,"12",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"14",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"15",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"16",0,0,0,0,0,0,0,0,14,9,0
2015-09-22,"17",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"18",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"19",0,0,0,0,0,0,0,0,9,0,0
2015-09-22,"22",0,0,0,0,0,0,0,0,0,14,0
2015-09-22,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"24",8,0,0,0,0,0,0,0,0,56,0
2015-09-22,"25",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"26",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"35",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"39",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"49",0,0,0,0,0,0,0,0,0,0,0
2015-09-22,"71",0,0,523,0,0,0,0,0,0,0,0
2015-09-22,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"01",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"02",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"03",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"06",0,0,0,0,0,0,0,330,0,874,0
2015-09-23,"07",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"08",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"09",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"12",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"14",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"15",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"16",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"17",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"18",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"19",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"22",0,0,0,0,0,0,0,0,0,1180,0
2015-09-23,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"24",0,0,0,0,0,0,0,0,0,323,0
2015-09-23,"25",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"26",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"35",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"39",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"49",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"71",0,0,0,0,0,0,0,0,0,0,0
2015-09-23,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"01",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"02",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"03",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"06",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"07",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"08",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"09",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"12",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"14",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"15",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"16",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"17",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"18",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"19",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"22",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"24",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"25",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"26",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"35",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"39",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"49",0,0,1123,0,0,0,0,0,0,0,0
2015-09-25,"71",0,0,0,0,0,0,0,0,0,0,0
2015-09-25,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"01",80,0,0,0,0,0,0,0,48,0,161
2015-09-29,"02",0,0,0,0,0,0,0,0,48,63,50
2015-09-29,"03",0,0,0,0,0,0,63,0,63,63,0
2015-09-29,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"05",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"06",0,0,0,0,0,0,0,114,0,113,0
2015-09-29,"07",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"08",0,0,0,0,0,0,0,0,0,49,0
2015-09-29,"09",0,0,0,0,0,0,0,0,0,65,0
2015-09-29,"12",0,0,0,0,0,0,0,84,58,60,0
2015-09-29,"14",0,0,0,0,0,0,0,0,152,54,0
2015-09-29,"15",0,0,0,0,0,0,0,62,0,0,0
2015-09-29,"16",15,0,0,0,0,0,0,0,48,47,0
2015-09-29,"17",0,0,0,0,0,0,0,0,47,15,0
2015-09-29,"18",0,0,0,0,0,0,0,0,46,0,0
2015-09-29,"19",17,0,0,0,0,0,0,0,57,62,0
2015-09-29,"22",80,0,0,0,0,0,0,48,59,0,0
2015-09-29,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"24",0,0,92,104,0,0,60,0,94,94,0
2015-09-29,"25",0,0,0,0,0,0,0,0,92,0,0
2015-09-29,"26",47,0,0,0,0,0,0,0,126,78,0
2015-09-29,"35",0,0,0,0,0,0,0,0,95,148,0
2015-09-29,"39",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"49",0,0,0,0,0,0,0,0,0,0,0
2015-09-29,"71",0,0,266,0,0,0,0,0,0,0,0
2015-09-29,"77",0,0,0,0,0,0,0,0,0,0,0
2015-09-30,"01",1734,0,0,0,0,0,0,0,45,0,0
2015-09-30,"02",46,0,0,0,0,95,0,0,38,53,0
2015-09-30,"03",0,0,0,0,0,0,0,0,78,86,0
2015-09-30,"04",0,0,0,0,0,0,0,0,0,0,0
2015-09-30,"05",45,0,0,0,0,0,0,0,0,0,0
2015-09-30,"06",0,0,93,0,0,0,0,0,93,92,0
2015-09-30,"07",0,0,0,0,0,0,138,0,0,0,0
2015-09-30,"08",44,0,0,0,0,0,0,0,0,0,0
2015-09-30,"09",44,0,98,0,0,0,92,146,92,92,91
2015-09-30,"12",0,0,0,0,0,0,0,0,54,52,0
2015-09-30,"14",0,0,0,0,0,0,0,0,42,42,0
2015-09-30,"15",0,0,92,0,0,0,92,0,93,92,0
2015-09-30,"16",0,0,0,0,0,0,0,0,46,0,0
2015-09-30,"17",0,0,0,0,0,0,0,0,50,0,0
2015-09-30,"18",0,0,0,0,0,0,0,0,53,49,0
2015-09-30,"19",0,0,0,0,0,0,0,0,56,50,0
2015-09-30,"22",0,0,165,0,0,0,0,0,48,93,0
2015-09-30,"23",0,0,0,0,0,0,0,0,0,0,0
2015-09-30,"24",0,0,93,0,0,0,84,0,92,95,0
2015-09-30,"25",0,0,0,0,0,0,47,0,95,0,0
2015-09-30,"26",44,0,91,0,0,0,0,0,91,76,0
2015-09-30,"35",0,0,0,0,0,0,92,0,64,63,0
2015-09-30,"39",46,0,94,0,0,0,0,140,95,91,0
2015-09-30,"45",0,0,0,0,0,0,0,0,0,0,0
2015-09-30,"49",0,0,0,0,0,0,0,0,0,0,0
2015-09-30,"71",0,0,0,0,0,0,0,0,0,0,0
2015-09-30,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"01",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"02",0,0,0,0,0,0,82,0,0,0,0
2015-10-01,"03",0,0,91,0,0,0,82,0,0,0,0
2015-10-01,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"05",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"06",45,0,119,0,0,0,0,100,0,288,0
2015-10-01,"07",44,0,0,0,0,0,0,0,0,0,0
2015-10-01,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"09",0,0,0,0,0,0,34,256,91,1049,0
2015-10-01,"12",0,0,0,0,0,0,0,54,33,27,0
2015-10-01,"14",1849,0,0,0,0,0,0,0,29,0,0
2015-10-01,"15",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"16",0,0,0,0,0,0,0,0,0,47,0
2015-10-01,"17",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"18",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"19",0,0,0,0,0,0,0,0,51,88,0
2015-10-01,"22",0,0,0,41,0,0,0,33,25,0,0
2015-10-01,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"24",0,0,0,0,0,0,30,0,0,35,0
2015-10-01,"25",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"26",0,0,0,0,0,0,0,0,0,24,0
2015-10-01,"35",0,0,0,0,0,0,0,0,50,0,0
2015-10-01,"39",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"49",0,0,0,0,0,0,0,0,602,0,0
2015-10-01,"71",0,0,0,0,0,0,0,0,0,0,0
2015-10-01,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"01",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"02",85,0,0,0,0,0,0,0,21,0,0
2015-10-02,"03",0,0,0,0,0,0,0,53,24,0,0
2015-10-02,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"05",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"06",76,0,52,0,0,0,0,142,0,83,0
2015-10-02,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"09",0,0,0,0,0,0,0,0,0,78,0
2015-10-02,"12",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"14",0,0,0,0,0,0,0,0,33,10,0
2015-10-02,"15",39,0,0,0,0,0,0,0,0,140,0
2015-10-02,"16",0,0,0,0,0,0,0,0,34,48,0
2015-10-02,"17",0,0,0,0,0,0,0,0,0,44,0
2015-10-02,"18",35,0,86,0,0,0,0,0,34,83,0
2015-10-02,"19",0,0,0,0,0,0,0,60,31,28,0
2015-10-02,"22",44,0,0,0,0,0,0,0,0,0,0
2015-10-02,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"24",34,0,47,0,0,0,41,0,80,82,0
2015-10-02,"25",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"26",35,0,0,0,0,0,0,0,0,43,0
2015-10-02,"35",57,0,52,0,0,0,0,0,38,110,0
2015-10-02,"39",0,0,0,0,0,0,0,0,0,85,0
2015-10-02,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"49",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"71",0,0,0,0,0,0,0,0,0,0,0
2015-10-02,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"01",0,0,0,0,0,0,0,0,69,0,0
2015-10-05,"02",0,0,0,0,0,0,1524,0,53,0,0
2015-10-05,"03",0,0,0,0,0,0,0,0,60,53,0
2015-10-05,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"05",0,0,0,0,0,43,0,0,0,0,0
2015-10-05,"06",47,0,0,0,0,0,0,0,73,93,0
2015-10-05,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"09",37,0,92,0,0,0,0,0,92,64,0
2015-10-05,"12",0,0,0,0,0,0,0,0,32,50,0
2015-10-05,"14",0,0,0,0,0,0,0,0,59,59,0
2015-10-05,"15",0,0,93,0,0,0,92,93,93,92,0
2015-10-05,"16",0,0,0,0,0,0,0,95,0,22,0
2015-10-05,"17",0,0,0,0,0,0,0,0,0,46,36
2015-10-05,"18",0,0,92,0,0,0,0,0,0,50,0
2015-10-05,"19",0,0,0,0,0,0,0,54,49,49,0
2015-10-05,"22",37,0,0,0,0,0,0,0,29,92,0
2015-10-05,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"24",0,0,0,0,0,0,46,92,62,48,0
2015-10-05,"25",0,0,0,0,0,0,0,0,91,93,0
2015-10-05,"26",0,0,95,0,0,0,0,0,0,0,0
2015-10-05,"35",0,0,93,0,0,0,91,0,47,78,0
2015-10-05,"39",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"49",0,0,441,0,0,0,0,0,0,0,0
2015-10-05,"71",0,0,0,0,0,0,0,0,0,0,0
2015-10-05,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"01",0,0,0,0,0,0,0,0,0,145,0
2015-10-06,"02",0,0,0,0,0,0,0,60,52,705,0
2015-10-06,"03",0,0,0,0,0,0,0,0,61,0,0
2015-10-06,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"05",0,0,0,0,0,0,0,0,0,92,0
2015-10-06,"06",0,0,90,0,0,0,0,0,358,1349,0
2015-10-06,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"09",0,0,0,0,0,0,156,0,91,91,91
2015-10-06,"12",0,0,0,0,0,0,0,61,0,0,0
2015-10-06,"14",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"15",0,0,90,0,0,0,92,0,91,91,0
2015-10-06,"16",0,0,0,0,0,0,0,0,88,91,0
2015-10-06,"17",0,0,0,0,0,0,0,0,712,60,0
2015-10-06,"18",0,0,90,0,0,0,0,0,0,0,0
2015-10-06,"19",0,0,0,0,0,0,0,0,49,62,0
2015-10-06,"22",0,0,0,0,0,0,60,0,91,0,0
2015-10-06,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"24",175,0,90,0,0,0,55,1445,91,92,0
2015-10-06,"25",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"26",782,0,0,0,0,0,0,0,91,91,0
2015-10-06,"35",0,0,91,0,0,0,0,0,60,90,0
2015-10-06,"39",0,0,0,0,0,0,0,0,91,0,0
2015-10-06,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"49",0,0,0,0,0,0,0,0,0,722,0
2015-10-06,"71",0,0,0,0,0,0,0,0,0,0,0
2015-10-06,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"01",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"02",0,0,0,0,0,0,0,0,0,21,0
2015-10-07,"03",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"05",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"06",630,0,0,0,0,0,0,0,17,0,0
2015-10-07,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"09",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"12",0,0,0,0,0,0,0,0,19,0,0
2015-10-07,"14",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"15",1861,0,84,0,0,0,0,208,0,0,0
2015-10-07,"16",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"17",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"18",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"19",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"22",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"24",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"25",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"26",0,0,0,0,0,0,0,0,1485,0,0
2015-10-07,"35",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"39",300,0,0,0,0,0,0,0,0,0,0
2015-10-07,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"49",0,0,0,0,0,0,0,0,0,0,0
2015-10-07,"71",0,0,230,0,0,0,0,0,0,0,0
2015-10-07,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"01",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"02",0,0,0,0,0,0,0,0,47,0,0
2015-10-08,"03",0,0,0,0,0,0,0,48,0,365,0
2015-10-08,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"05",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"06",0,0,99,0,0,0,0,44,95,1274,0
2015-10-08,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"09",0,0,90,0,0,187,0,0,92,100,264
2015-10-08,"12",0,0,0,0,0,0,0,0,44,0,0
2015-10-08,"14",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"15",0,0,0,0,0,0,0,102,89,97,0
2015-10-08,"16",0,0,0,0,0,0,0,0,58,0,0
2015-10-08,"17",0,0,0,0,0,0,0,0,41,0,0
2015-10-08,"18",0,0,0,0,0,0,0,45,49,0,0
2015-10-08,"19",0,0,0,0,0,0,0,0,45,57,0
2015-10-08,"22",0,0,96,0,0,0,0,0,0,0,0
2015-10-08,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"24",0,0,124,0,0,0,50,0,86,85,86
2015-10-08,"25",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"26",0,0,0,0,0,58,0,0,98,44,0
2015-10-08,"35",0,0,0,0,0,0,0,0,86,165,0
2015-10-08,"39",0,0,0,0,0,0,0,0,94,91,0
2015-10-08,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"49",0,0,459,0,0,0,0,0,443,0,0
2015-10-08,"71",0,0,0,0,0,0,0,0,0,0,0
2015-10-08,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"01",0,0,0,0,0,0,0,0,0,51,0
2015-10-09,"02",52,0,0,0,0,0,0,0,52,52,0
2015-10-09,"03",49,0,0,0,0,0,0,0,62,27,0
2015-10-09,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"05",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"06",0,0,65,0,0,92,0,0,57,80,0
2015-10-09,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"08",0,0,0,0,0,0,0,0,0,53,0
2015-10-09,"09",49,0,0,0,0,0,0,0,0,46,0
2015-10-09,"12",0,0,0,0,0,0,0,38,60,36,0
2015-10-09,"14",0,0,0,0,0,0,0,0,31,59,0
2015-10-09,"15",0,0,67,0,0,0,0,27,92,0,65
2015-10-09,"16",0,0,0,0,0,55,48,0,55,55,0
2015-10-09,"17",0,0,0,0,0,0,0,0,49,62,0
2015-10-09,"18",0,0,163,0,0,0,0,0,57,60,0
2015-10-09,"19",0,0,0,0,0,0,0,45,44,38,0
2015-10-09,"22",27,0,146,0,0,0,0,0,0,50,0
2015-10-09,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"24",0,0,0,0,0,56,36,59,96,84,0
2015-10-09,"25",107,0,0,0,0,0,0,0,0,50,67
2015-10-09,"26",38,0,0,0,0,0,0,0,42,45,0
2015-10-09,"35",56,0,72,0,0,0,0,85,77,123,0
2015-10-09,"39",0,0,65,0,0,0,49,62,0,62,0
2015-10-09,"45",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"49",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"71",0,0,0,0,0,0,0,0,0,0,0
2015-10-09,"77",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"01",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"02",50,0,0,0,0,0,0,0,54,0,0
2015-10-12,"03",50,0,95,0,0,0,0,53,54,0,0
2015-10-12,"04",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"05",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"06",0,0,0,0,55,0,0,95,55,55,0
2015-10-12,"07",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"08",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"09",0,0,0,0,0,0,0,0,96,96,0
2015-10-12,"12",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"14",51,0,0,0,0,0,0,0,0,0,0
2015-10-12,"15",51,0,96,0,0,0,51,0,96,96,0
2015-10-12,"16",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"17",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"18",0,0,96,0,0,0,0,0,52,55,0
2015-10-12,"19",0,0,0,0,0,0,0,0,48,52,0
2015-10-12,"22",0,0,96,0,0,0,0,0,96,0,0
2015-10-12,"23",0,0,0,0,0,0,0,0,0,0,0
2015-10-12,"24",0,0,0,0,0,0,48,0,0,96,0
2015-10-12,"25",53,0,0,0,0,0,0,0,0,0,0
2015-10-12,"26",0,0,96,0,0,96,0,0,96,0,0
2015-10-12,"35",0,0,0,0,0,0,96,0,96,96,0
2015-10-12,"39",0,0,0,0,0,0,0,0,0,96,0
